id;age;gender;region_id
041ebb58-41ee-4af1-949a-f3cd25bac32a;31;F;6
460a8252-6b74-4846-8908-fe59685547d5;19;F;13
4f863d17-6bb0-4814-808e-8e70b8623936;32;M;23
29b5fea2-c6d9-4eb4-9ffb-e48c3073455c;41;M;2
bd864b33-4e7e-4a66-89aa-dc1597f1a150;41;M;8
ec1ecf4e-1307-4ea9-8c99-2bf80d59937c;16;M;17
40a3f1bf-08dd-45cc-abaa-1c61fefd3c85;33;F;6
1f4df29c-86f7-40eb-bafd-d85bc0667113;18;M;12
653a19ed-0572-4ff1-b828-c952988f442a;46;F;6
77952fcf-cec4-40e3-b77d-e86a7c419bd4;44;M;14
5a7c85b6-0bff-4b0d-9881-1f98700f59e5;24;F;3
81731075-6021-4461-90d7-7fd7e2591f14;26;F;17
27de2c01-c498-45b9-91d2-1fc16d71f285;29;F;12
4813c279-bf09-47c5-9fc2-b5039a110767;16;F;5
52301907-0cbd-474b-b0f8-fa4eafdcc6f2;39;M;13
b05e704a-eb59-45b3-bac8-13c90a81b4d1;32;F;22
d467e996-b9b3-4be5-ad23-f801570f839e;47;M;19
176a27c6-386a-417f-9b0f-67d8fd6a884d;22;M;23
c68ae1fd-ed54-4bd2-a5e6-30f15764055b;28;F;6
2a20a27d-2848-4b44-ac13-290d3acf3262;17;M;23
3e901b57-b8a7-4923-9517-2856cc20bae6;23;F;8
3eb8131b-7ae4-48c2-9501-ce3bc4682162;21;F;13
488298f4-4e5d-4560-b9e7-738ad7c03601;47;M;14
d639c3c9-5a39-4e7d-acc1-2e5ce299aeb7;27;F;22
0a5ef88d-e53d-43fa-a688-a651a0fb4a3d;36;F;18
8cbe42e3-a7c4-4cf5-9e53-a3cd41314160;30;F;15
ce14ae64-b29e-44b7-b82b-0157d95bff22;20;M;6
785794e5-c926-423c-aa3b-bffefdd46729;33;M;13
0505be86-9d54-4454-88a8-89d3e133975f;42;F;17
2fed8140-6e66-416b-bd09-2ca8905fcb3c;21;M;14
d03198e2-857f-450e-b3af-62536b228f06;45;M;5
546c579e-6433-406f-8c2c-1c76af062b85;25;M;14
454e8c83-c011-4e98-946b-8e21c46aa245;29;M;14
7e50cea2-d0b4-4c3e-81e0-6019913cd10a;41;F;13
db0bbf13-bfdf-4b72-9300-c0804f46596f;27;M;14
f56fbcc7-da17-4c4a-b524-9e5f9e4d8cd0;35;M;11
d24a4ebf-9fc5-454a-80ad-44019c9f619d;31;M;14
dc1c9a42-7acc-4a4a-bacb-d2401e8a1dee;37;M;8
63f87474-ce51-4008-b479-011e28cc9eac;16;F;8
4861c1a2-a515-41f5-80b9-0b0a91532072;16;F;14
c062797a-05a7-4322-b06f-65c3fe011a15;42;F;20
789527ca-77f1-4e5f-8a13-fa4a507c653c;47;M;17
28b1dd92-dcfa-4a94-9ad1-1bea6bf45eb9;24;F;14
0ab13e15-8522-418e-857e-b6fd9210ec07;32;F;17
dd865001-9044-436f-81ee-b21e237d3aab;39;M;6
0dd45ef4-d7b0-44be-ba7f-25e6ade76898;43;F;14
1f908259-4f0f-424d-ad9d-c2fe58e97df0;16;F;6
80655588-e62c-4acf-83d8-10e713a7d6f0;24;M;17
507bd9ca-1090-4322-8e45-0116449bf8e5;31;F;5
a553d6f5-f10d-480f-88fe-de48b3a90376;43;F;2
54fef433-870f-48a4-bf37-7c40ba5f68a2;65;M;15
f6fbd28c-f77d-46a1-bdcd-3a04a12d1fab;32;F;2
d4dd6e7f-30cd-4dee-939a-4e308de5e2ef;18;M;8
46adee62-3adc-49af-acd4-a46ff366f7a2;40;F;14
5c3c219a-0f0c-498d-96f6-bcedfcef2bb8;51;M;23
8a8d8d9d-05c3-47ae-adca-2c6ab258ca03;36;F;11
3e9def8b-5f64-4f68-8c29-abe4cd654e85;24;F;14
6ffc1165-e054-452b-ab8a-49c27da9cbc4;46;F;20
a429e044-e0bd-4f59-8f08-a717789ad3d0;43;M;18
90c0baae-287a-4fae-9eee-e9dbdfc284e4;23;M;21
a683e445-1a7f-41d6-914d-94d1bc90e53c;40;M;13
4f7dabe2-87c9-46f4-b132-8e93d63f7059;47;F;23
ed05c125-0d9b-4a9d-b294-2ad7dad8d909;49;M;21
86424bc1-3ccf-4de3-8b5e-ea346c6766de;34;M;6
848c55d4-fc6e-4140-97f9-85229cd4048e;31;F;12
15215d50-ca27-4ccf-901d-d2b411abdb5a;50;M;8
426484fb-5fb4-40f0-90c1-63935f43e640;20;F;14
364a8624-8e2f-43fa-ad3d-1b9d5b8d59c3;40;F;14
49b4c654-0a56-46b7-bc6d-b4c758bacb40;19;M;3
4f0c75c8-b07c-4b29-947d-fe01dcae624d;48;F;14
177b53cc-a3e1-431d-a621-76a7510e3c48;32;M;4
0a6f4ff7-b094-45cd-be51-47ecbf09c5ca;50;F;8
22cbc55d-7194-486a-9da0-25d8be0803ff;41;F;6
7a9d84b4-d12d-47b2-90b3-f7cc80f30307;20;M;18
adddbf87-8331-4a00-8d6e-6b2fe2f77990;52;F;15
09c373bf-dbca-4663-8cd2-1b7e8ef85272;54;M;18
12fee931-a347-4f35-9be3-46d8a43df0a3;46;F;13
1c53bfd7-814d-489a-abbb-79dcd864e71e;26;M;5
79bb951a-707e-47be-907f-c1ad03ec5608;31;M;12
a30f6827-25e8-46ba-96a4-811530017671;37;M;21
43c14cdc-5587-4585-8c1f-2a987b1adfbf;27;F;20
3898733b-8283-4028-a015-5d46583f6aca;55;F;5
9a6b46a1-1d0d-4db7-b17f-0fa0ffec8eba;37;F;14
8354e882-4050-4283-83a0-1265b496ecea;16;F;14
dc80d412-e4a6-4afe-832a-c0686d2e3c4c;39;M;14
a9928535-77b9-46df-91d0-1a9dbcb77317;31;F;2
f030ae76-66c5-429d-8f26-34f284d44646;34;M;3
6aee5f88-d95d-4f4f-a8b5-43bd8d930f10;31;M;8
b7a9062f-95c7-4591-bcbf-a89cc4b5c54c;45;M;21
5f8d1fb6-37d6-4bd8-8ab6-f7493cceafe1;48;M;6
2b6948e5-b011-46fc-aee2-74f994e79346;38;M;6
e72a04ba-6f1f-4127-97d8-097cb1775114;31;M;8
5a1809a3-5eec-4fea-af1f-3eba098a6099;35;M;14
8f933dea-b199-458c-894f-a15090286ea1;35;F;8
a3c3b17b-2db2-4b9d-991a-d8d2e4183a4d;25;M;21
83127e13-264d-4866-8414-86e78a3c7c8e;42;F;22
b46c0a7d-6907-46a2-aa89-786da2a49841;41;M;22
7ae49089-b81b-410d-b0e3-4bf85f54eec6;53;F;6
c371e1dc-2915-4dc8-b98e-223a4621d93f;50;M;10
e57bcee5-0044-47c9-906a-97129f7eea68;27;F;14
6f1320fb-3f9b-4371-9189-edf3881067c6;45;F;22
f8c1c43b-5ad7-4b79-b2a4-8b64cb1e35bf;24;F;14
9fa4b878-4e12-4e19-bb02-434b1242ed83;43;M;12
f4e0ec2c-f31e-491b-a532-8f284806eef0;29;M;14
1cc807af-ecb7-47ec-a995-7cddcf8eeab4;23;F;5
a287a2cb-9d92-4253-aaa2-e3404ef37f93;38;M;21
2f05b33f-bb9f-44bc-b880-89c022f66237;16;F;14
984e2c6f-9a35-41ab-8455-6b968e76ed05;16;F;6
c99af7e8-fb4f-43d6-8957-24b2a0837160;33;M;8
cdd425fe-0ba3-41c9-b9cf-230d1e4215cb;36;M;6
c0dbccf0-c66a-463d-ac98-96f5c253b929;31;F;15
bd7ca61d-196d-46d5-b571-ec745902fdf0;16;F;17
418cd074-49e5-4bb2-95e5-d726e7656bd3;25;F;20
a2c24244-c2ef-4dd7-acd3-f16cef8fc6e1;40;F;20
50cc604e-fcc1-4482-abe9-d7d3db70c5b8;42;M;7
094ea1a0-4b7c-4981-ac2c-c97f7f7b863b;35;F;21
0561fe05-4cd0-49c8-b471-c124743ad9bf;49;M;8
9bf34a15-a655-43e5-93f4-29a75b843d71;40;F;22
6224714e-8ac7-49d3-9a11-62980e5efeb9;26;M;14
90906439-e35b-4380-99ec-4ee3edcb2e57;32;F;17
abe3f2d0-c9c7-44fb-a988-603e17ca4172;18;M;21
e72310ab-d256-4706-9a94-353a1ed4cc82;34;F;3
19dcbeb5-5764-4c88-92df-ddc4bf453d66;48;M;8
b535160f-00e5-49cc-bbf7-5f0c15e6ab84;43;F;22
ad80401d-b8fe-4096-b11a-04f02fd9db23;52;F;12
505262ec-bce0-4248-99cf-25b573469b72;31;F;17
840a524a-1e32-451e-86ba-e1c8f4962866;51;F;22
ac5143cf-9607-4566-a064-5e6fc80b19d6;33;F;17
61db7c4e-4638-4562-8c2d-ba29219bda1e;53;F;6
266f7c62-048f-49ed-950c-ebe4150f6bf6;35;M;14
72812691-ee9a-4010-b290-eb592d06682d;43;F;3
ea3964f1-9702-412f-9f88-d7140bdbbb5d;53;M;6
77ab162b-f807-4b5f-99ed-2165abf8f17c;33;F;3
3897decb-d708-4315-b6a6-92646620e3e0;38;F;14
24d35120-ca63-4eff-bcfe-eb3cb98f36b3;50;M;5
294f748e-dfab-4606-9eeb-b45e31bc52be;33;F;3
8e01be03-ef7e-49b6-b3c0-2a1b75281f61;19;F;17
de37bfa4-e332-4f3b-b475-7ccf0b3cccf5;61;F;12
87e68184-9604-4478-92a6-11b0a540c83c;29;M;15
46d6c83f-7d16-4241-b75a-9302aa1dab03;37;M;11
ca25634e-940c-41fe-98eb-377b83a0ebda;49;F;8
acf72389-f9f0-4d70-8bb5-95fecd373924;28;F;14
bc7d12d9-570c-409f-8e65-1b98c4a1b1a6;23;M;21
ef5e0288-155f-4451-bb31-9ce860a60afd;38;F;14
5842d464-a352-43e3-8698-54a204ef3cbe;16;M;13
d39d9fa2-a75c-43e1-8ae6-9fed972e3985;32;M;5
dfd5afb1-22f8-4ef0-814f-dc46d74480b3;38;F;6
d22e5e62-b539-49ed-a983-ce82581109ff;32;M;21
182d89a0-9568-4d98-bd0e-794b41a0ac4a;16;F;6
af68378a-ac94-4f8b-bc54-d36083adf98a;54;F;19
d906466e-be55-4744-8502-591558c2b96e;36;F;21
d9b5ca7b-ce5e-4fe2-8995-828294c187d2;52;M;14
03628389-60ed-4126-8efa-0aaf11fdbb74;32;F;8
9ac5d7e6-f9ef-47b7-9002-fd4f41f343b4;24;M;13
c34364dc-8e4f-46e2-a591-47d35a8e3042;38;M;2
49a49add-35ac-46dc-925d-4a771f166033;32;M;1
de75319e-42fb-4b1b-a246-0c4837a2a343;21;F;6
f9260852-4105-4610-932a-d777f4df2fe5;53;M;14
ebe26f90-7a6e-4fb6-8908-b6445b46c8e9;28;M;14
22443271-3d9c-41d6-b0d6-e5f70fe6c64b;16;M;6
d6a133f1-fd35-4b7b-b534-7b0cb28207d5;51;M;22
aabfeb4f-6560-4350-b73c-9ea0b7702ce6;29;F;7
8509914d-e55c-4f6a-b8d6-c96b63bec7ff;28;F;12
30b80dd3-6b5a-4d8f-b235-39501738b01e;16;F;8
8734c4e2-ba2c-4480-84f7-e17d5b8231d4;56;F;3
bd7e5bde-7f17-4544-9649-bb999465644a;20;M;14
1a86444f-3b68-4885-9036-7da557f59b12;36;F;21
f165cc52-7119-4374-aea6-e0ecb07b3f86;46;F;6
f676fd85-4783-4bed-bb03-b26c4bdf71b4;40;F;8
94cccf4f-992a-4870-b99a-776312bb40d0;34;M;6
2df8b8d4-1346-4ccd-9aa6-ec324ae9840f;16;M;14
3ca9def6-dc34-403c-bfb4-7ac029e176f5;25;M;22
dcdcea45-400a-468b-adf4-46053fd43b8b;37;F;6
2b30cfaf-049b-4ebb-b267-5bf270a4b351;26;M;13
7940a8b3-e8ea-437f-a2a7-403297c8f6b0;37;F;22
7f102054-ffae-4113-8d35-6e5edb746a1f;43;M;2
f8fd9bc4-6543-4df4-9c62-545326b58a4d;47;M;13
8f24fdb1-2bc6-45ea-b745-9ae3a1eed563;20;M;14
66a165cc-152b-421a-a6bb-633a826ecc13;61;F;21
1fffef5a-e3b7-4f82-99a5-5d63380dc1b5;44;F;20
aab2fc85-3cfc-455d-b29c-1e790f83ec71;35;F;14
22d33410-880a-48e8-b1e7-a323db4298ee;48;M;21
60730d52-6e7c-4285-8282-00a5d7b19c27;63;M;3
848e0ba5-3245-4f2c-bf0c-d925f82822ae;18;F;17
7d4607cf-341d-4eb5-b3e7-858d979a5c50;32;F;14
80cc6010-08d0-41f2-8238-6452d4291d51;16;M;17
791208ba-be7d-4b55-8517-b697147b8453;37;F;6
aa9354a7-def8-4090-9c99-0f61bb0b635f;39;M;20
40007cd3-d86d-4109-b952-15b06a208e4a;35;F;20
05166f4d-d570-40bb-ad16-29ed5920e186;27;M;2
31c9d297-3d96-40c7-8930-6ce59c67564b;16;F;6
f1bad8b1-d7f2-4b0d-ad22-6e024a3798f0;39;M;6
29f930bb-6a48-4ef5-aeb6-879c742027d9;52;F;14
e37174f2-df4c-4af0-a431-450499cb5ef0;28;F;20
a46e19b4-5ceb-4cfd-9178-1cdcbee8ff58;40;F;2
8247ab75-befc-410e-b3a2-6a974e64546e;16;M;6
8ef35dfd-34ce-4054-b34c-838b6a01e727;40;F;12
41e38dda-0f91-4bb7-95bd-50176c82c431;30;F;23
7d9ed5cf-1cca-420e-b1cc-dfd6df814011;26;F;2
659fbbb6-c4d9-4509-9ae9-3b7985c779be;26;F;18
026fc515-4dc8-4c83-978b-6b3262d3b93d;30;F;8
e0796cc7-33c1-437e-b75c-e3cef7800038;40;F;17
10efd8ff-5a53-4a17-996f-168e6625106a;19;F;8
ed333d7f-03bf-47bd-8e3a-2aaa45eeb4ca;30;M;6
713d94da-11c8-43e2-9a73-b115fb074de9;35;M;8
b60d512f-7382-4d32-8b19-efab6600c38e;22;F;8
2136bfc2-723c-4516-af20-42fc7b9a0d8d;57;M;18
758f48a1-1863-401b-85f5-3a4f4c59eb78;25;F;17
722fe3c7-e78f-4a23-ab84-536f70c1c841;27;M;2
68e19de5-f952-4314-834c-6a6850a805aa;23;M;18
a5b96f33-7763-43eb-9094-728ad07a6b98;57;F;5
ba1af80c-4310-475a-8226-770eb3f3a4eb;42;M;2
50dd3902-907f-4a33-b319-61a952d1bbcf;24;M;5
d8b77973-2b59-4293-b81d-e8fa56af2e14;48;M;3
9cc5fc58-c777-4f22-b5cf-838f8049b60c;37;M;6
c8267f72-5958-4ecf-a163-f50da19fa646;38;F;21
d8e52cf9-2d73-4372-a22b-1d24703472a4;31;F;13
d3476a88-f939-4a51-91dd-b8951f30d52a;26;F;3
c2bc7773-352b-434f-bb0e-9ab3f0c8437a;39;F;17
0525a494-c4ec-4791-b372-96685a43b6e6;28;F;14
c7e354c3-a3ec-4710-b963-268444ef2d01;57;F;2
bcad2c8a-84cc-4873-a26e-c29366204740;20;M;13
bd8cf986-2da1-4b15-aa0e-baf55a7b2bdf;53;M;14
925759e1-722d-48f3-905b-978320fa7bf4;34;F;5
8d961e8a-6173-40cb-8c23-fd1258a047c0;39;M;23
e501b637-2ed9-4b86-8b5c-5010beadbde0;45;M;17
658904ed-ddc4-4761-b006-9824565b6d95;27;M;3
bf70396f-ea99-47ea-8ce5-879115502bce;45;M;8
61208b1e-f319-4be7-9bd2-2b9057e95763;16;F;10
06045f11-45dc-4e95-b9e1-933da692dc58;26;F;13
69c7ceb4-53d8-4f12-910b-b6fd4caa3a82;24;M;2
cf9044ab-5d24-4674-846f-27f3698d7a28;20;M;4
348fc708-75ac-47a6-afb4-a4d032a4312a;32;F;19
0fd4df00-f7b8-4e19-8d9d-6254b541b76d;40;M;6
f6e42600-7bb3-4016-9b35-3888fcd69c4b;43;F;23
4c58c198-72b7-496f-8adb-a9a746436164;38;F;5
beee6ead-3026-4be8-bd9e-010b90646243;27;M;3
a0ff1756-9575-430e-9799-25cdce591d67;39;F;2
37d0d200-92c1-4d7f-958f-dbdd960e77bd;36;M;14
1d2d1b5c-4096-4c88-9f72-96278f330718;46;M;14
dd44b90c-eab0-420e-9fd6-7fcb615da496;44;M;2
6d124e09-b9ea-43af-9933-d63ccd752b34;35;F;13
619e4ace-5862-412c-83da-5a0cc7b32c2b;24;M;22
54d3c07d-f899-4e0f-8b8f-3316d428e33c;27;M;4
fe0a1cad-761b-436a-809b-ded1c8add4be;28;M;6
bd1483f8-eee5-4ce3-b618-b2a4cdb3c7c3;31;M;2
69292fb4-0ce8-4b8e-ad7b-0c329c75a1ee;38;M;23
920a858a-668c-4802-a5c3-26e4441a2b85;44;M;6
604ab429-5b4d-43c1-bba1-9cb5782b8860;34;F;2
3942ebf3-c5ec-4b5c-b8c7-8cafbd775b3d;35;M;8
3dace062-e0a6-488c-8ccb-968fef06106e;37;F;2
e63ad65d-0f02-4968-bb70-9bb46a4682d7;29;M;5
2538083d-8837-4287-a3d3-caa69be6263e;24;F;6
c090a1ba-3a59-4778-817d-1e53a2945f1e;16;M;8
1736e39e-8c20-4772-8caf-433028a0f827;27;M;8
d7e08f2e-6244-4908-99ee-738ed96663c3;41;F;6
658126b8-f94f-438c-96f3-e5b851a29038;27;M;8
4ee9ce62-aa80-4952-9c4d-34719b342dab;32;M;15
2a7b3ce2-1204-4fcb-9361-7b05a041c6ed;41;F;23
3a785496-4d8f-489b-955f-0630c7fe893c;41;F;4
568652c2-c80c-47ff-9d06-6236d12c9177;22;F;14
7db2bfed-9bcb-4ea2-8913-0f601a651b71;47;F;14
4cb579ac-1091-4c22-8bd7-ed594eebf460;49;F;14
45edb175-242f-4ac6-9b9f-430824a851e7;21;M;11
7139ab61-ac75-4e3b-97ab-9537d1c2960e;25;F;2
2f07edc4-3da4-403d-b9b5-0a41b78a2941;49;F;6
cdce8f34-4e8f-4d81-9c82-4a533c5a2f05;33;F;2
11c24eba-e996-41bf-897f-6c88ffa32e7b;16;F;14
d85c481b-efca-453f-a112-4bed5029c503;18;M;17
bf9f4f1d-8832-4ba8-ab3e-bd9ca5171980;32;M;7
3260591d-cdfe-4bad-9488-9a61eb7361fc;21;F;8
008f8fc4-9faf-44e6-a7fa-8becca1b3f9d;30;F;6
bd3ee6ac-c09c-49fa-b3d4-5936efd7bedf;35;F;14
c61953e8-586a-4d07-94cb-695de8ac2956;53;M;5
dfd02408-477c-436e-8cba-18df9b892062;32;F;23
75f2a337-d01a-46d3-8909-e0f0284ceca5;48;M;6
e2063378-b2c3-4131-811a-00eac209b390;52;F;6
1f3556a4-338b-4a4e-aac5-aee2c6de6320;52;F;14
b152a224-7eaf-4932-9b31-8052f87e5c2a;38;F;13
7eb07543-5548-441e-a01c-e71d60e0647d;16;F;14
e91dc6af-f6bf-49d8-8da8-84da028f9e5b;41;F;23
3d69cdba-99d2-4e87-b340-7028f82f3f4a;48;M;6
71198986-e245-4992-8dc3-edf5e5ebf0da;34;F;6
71d03ad5-45ba-43eb-991d-17715ed799d5;56;M;6
19d0c17e-30c1-4580-9d99-aa157c99d4af;45;M;18
8590377f-2ec9-4030-bd3a-a1d509394696;42;F;8
42213672-d187-4f4e-8c9f-9331b1ed2d10;48;F;13
618a8a07-5356-4d0a-813f-5156ffd8837a;39;M;2
a255aa72-d371-4ffa-9af7-ae293dda38a7;16;M;17
47eee54c-f031-4caf-a008-5a78685501ca;29;F;6
94a08cae-e635-477e-aa83-9abb7fa1f94e;49;M;6
8a181352-d00c-4746-8cbb-aa851855a871;25;M;11
505550c2-315b-48b8-8dad-addab935eaf4;32;F;2
7501881e-5e74-4129-b76e-446569e2c98f;22;M;3
e8324d6d-67ea-4738-868f-b84a32485a73;56;F;17
8a24c47b-e6d4-4668-801d-a72cad003d09;55;F;22
3512b431-ace3-44ac-bc65-27840d08f9c5;24;M;17
905789a2-4cac-4731-8f06-02eaaa89887a;37;M;2
6a7baf8f-824b-4f76-a38b-3a9335a02351;27;M;12
21571130-3232-47ef-9d7c-2aa8f5be585d;42;F;15
bcdaf4ae-8eea-4f04-926f-b8be3afa7be7;41;F;14
679547f3-fd74-4a37-b5d7-9d8154dc9281;45;M;20
6770de28-71f8-4905-91ed-13ba48572896;39;M;5
b01061f7-23fe-4d99-af10-d30040b6f802;70;F;22
214af7b8-714f-40b6-b040-8a2a0e2f2ddb;23;F;20
25943097-4150-47d6-9db5-846ff3e08b09;16;F;21
e37f89bb-e7e9-4cb7-9e60-a3714d4c50c5;30;M;3
88bb9629-de85-4070-b736-844ff60c1096;16;F;13
254b1523-e5ab-4ba4-89c9-5101a9483b96;17;M;6
f0dea14f-91a7-456c-b5f3-05ea70d3b815;23;M;14
eaac5907-43a0-433e-904b-804ae38e2408;24;F;14
87e00d22-706b-4240-83ac-08502cb1da3d;24;M;6
7fe43233-fed0-41be-9a52-cbdf089271d7;41;M;14
f3adc18a-3f3a-4b14-9583-2705951d47e4;29;M;20
4396d579-4b7a-4aa9-a3ab-55e6aabc48ba;33;M;21
8d551802-04c1-42c8-b36a-42922915745f;46;F;14
795e42b6-030f-4772-8f23-c274f305d90b;26;M;14
260972cd-51a2-49cf-b871-e2373ab3ff95;32;F;14
cd0a6694-5cc6-4dfe-ba20-91542f442a45;39;F;13
a00deb35-5ea2-4dae-8b74-856e8b22404b;16;F;12
b81560b7-86c7-40a5-ad1d-01fec15c1acb;16;M;8
12380692-0fa0-4875-96ca-ac53577a8ba4;39;M;8
7500754e-bf39-4d64-96d3-e3d47e900bb4;41;F;4
c2b02102-7a21-4a20-91ec-860d8facb46d;60;M;2
db3fd82c-0dd9-411b-9db7-cfe65bc7844e;37;F;14
6466bcae-a701-4675-92e4-4dcdeeb52bc6;45;F;8
202aded3-b290-4aaa-b21e-12e5d1d28a1f;33;F;12
f0f62ede-aa5b-4b4d-b535-185c539d8f7c;39;F;14
07773093-b3e5-403b-92f0-d7ab060c5c27;55;M;13
01e07957-a44a-42c6-8220-3092633012f6;16;M;8
aeefdfc3-810b-4b35-9276-ba0baabc98e4;40;F;17
0910b97e-5bdd-4cfb-a1a5-63dd7f5747f5;61;M;6
12460ea9-2ed0-44a2-8ea9-267fe0e45d8e;38;M;2
075d8dbe-429d-4fb7-968b-61e8019ea31a;55;F;16
7661999e-0529-4682-a03d-8462aea2aa9e;27;F;3
ec66d9f0-d02f-4f78-874a-b44ee1eb41fb;35;M;22
efdb387b-9201-4106-bb36-ce8934835018;35;M;6
88466995-34f8-4c31-9f60-3421dbbf3921;16;M;13
1870b9bf-60ef-40c3-94e8-05a37963016e;21;M;13
64587778-38c2-41a4-a050-d9fdd1388f82;22;F;8
c9eccbf2-6d0f-411d-8304-0eb8646f668d;45;M;14
09e780d1-94a0-4585-a490-952fc8c3d652;45;M;21
f71212bc-491b-4e18-bad8-d474a1ae6892;39;M;14
fdaaf7d2-244d-40af-acba-2563df9e1ca6;45;M;2
179cd05f-442f-4d74-92c7-45b14614035d;33;F;9
4fea9348-b9ab-4e14-8b3a-df667a1475c4;49;F;2
10dab65d-f364-4703-9b97-dacbb5f1d2f0;35;F;20
bd9ff633-a243-468b-8481-96d215502336;36;F;18
9d2978df-70c3-419b-b37e-36a75da17860;32;M;11
ab047d81-d652-41f7-a90a-66a6be91a809;43;M;23
f3688a99-57b2-4dd2-8882-92203e399206;30;F;14
d923cc39-8cd9-4626-8715-3fb392bc6222;47;F;6
95f86d0b-531f-4d7c-8208-89c64c7e90d0;21;F;2
846b8eda-c710-483b-b9f5-96331e0f7784;22;F;15
5780bcce-3837-422e-848d-1ea170cd21b9;43;M;5
09df7f83-a63e-443e-8c27-e7add809c854;34;F;23
2d83a587-bbf4-475c-9943-9f920d8dc83d;30;F;14
a40cc53d-1805-4820-9cd2-7d4a1fe90f66;46;F;8
8a735148-e549-419b-88cd-87df5db7b496;28;M;3
81a2d426-95c8-4c13-929b-d2f6d04a37a5;33;M;14
be0ac7eb-29de-4a7b-bf86-f06491596763;52;F;3
009dc341-cea4-4765-8429-167ef335d8a8;53;M;9
88deb83d-14f5-4238-8682-94015670ef73;54;M;22
578c053b-24fc-4767-a43e-c64f387f2717;32;M;17
666bc481-ffa5-49ad-b41b-83321e2adacd;50;M;14
ed26112b-dc9d-41b4-a053-6c0c0fe50fc1;24;F;5
fed199e6-15f1-47d5-9715-50bc805c96f0;24;M;13
03235996-f625-4620-96ea-e371e4089eaf;16;F;22
ab26916f-8044-4aa3-be36-388b7cdf519b;55;M;13
20649308-ba07-42a4-8e67-503eb4e4c4f5;25;F;3
17f72e91-01f3-41da-99ec-18f058a4c5bc;33;F;13
fb4afe71-10a6-4754-a045-adc74185cb54;24;F;5
6e604a23-b94e-44cc-968e-2463c9795038;43;F;2
235c8d14-3b11-4dcf-b03f-b9fcf790a2e5;30;M;21
7f7f0a22-de23-44b8-b2a1-49e464165704;19;F;14
821f79b1-61ef-4300-9336-6773fcfc6c42;40;M;4
b8032843-a4da-4808-bc55-be64f0bc4d68;18;F;5
3129ff37-e70e-427c-bf1a-50c23fb2cdb1;25;M;4
666aa2b8-2821-48aa-a980-a203f86b1294;16;M;14
0ae66f9e-b5b5-41c9-bcd0-4c30c6e33961;18;F;14
37e9f38e-d957-42db-9214-98b03144f55b;37;F;3
761725df-8081-4334-a3b0-cb2721f2c857;16;M;11
